year,facility_key,service_name,provider_name,service_suburb,provider_type,state,planning_region,remoteness,size,overall_stars,residents_experience_stars,compliance_stars,staffing_stars,quality_measures_stars
2026,Maranatha House | Maranatha House,Maranatha House,Maranatha House,WELLINGTON,Not for Profit,NSW,Orana Far West,Small rural towns,Medium,3.0,4.0,4.0,1.0,5.0
2026,Bolton Clarke Winders Lodge | RSL Care RDNS Limited,Bolton Clarke Winders Lodge,RSL Care RDNS Limited,BANORA POINT,Not for Profit,NSW,Far North Coast,Metropolitan,Small,4.0,5.0,5.0,4.0,3.0
2026,Anglican Care Storm Village | Anglican Care,Anglican Care Storm Village,Anglican Care,TAREE,Not for Profit,NSW,Mid North Coast,Large rural towns,Medium,3.0,4.0,4.0,2.0,2.0
2026,Uniting Banks Lodge Peakhurst | The Uniting Church in Australia Property Trust (NSW),Uniting Banks Lodge Peakhurst,The Uniting Church in Australia Property Trust (NSW),PEAKHURST,Not for Profit,NSW,South East Sydney,Metropolitan,Large,3.0,3.0,5.0,3.0,2.0
2026,Estia Health Norah Head | Estia Investments Pty Ltd,Estia Health Norah Head,Estia Investments Pty Ltd,NORAH HEAD,Private for Profit,NSW,Central Coast,Metropolitan,Small,4.0,4.0,4.0,3.0,4.0
2026,Anglican Care McIntosh Court | Anglican Care,Anglican Care McIntosh Court,Anglican Care,BOORAGUL,Not for Profit,NSW,Hunter,Metropolitan,Medium,4.0,4.0,5.0,3.0,3.0
2026,Stella Maris Aged Care Facility | Stella Maris Aged Care Facility,Stella Maris Aged Care Facility,Stella Maris Aged Care Facility,CRONULLA,Not for Profit,NSW,South East Sydney,Metropolitan,Medium,4.0,3.0,5.0,3.0,5.0
2026,Whiddon Glenfield Arthur Webb Court | The Frank Whiddon Masonic Homes of New South Wales,Whiddon Glenfield Arthur Webb Court,The Frank Whiddon Masonic Homes of New South Wales,GLENFIELD,Not for Profit,NSW,South West Sydney,Metropolitan,Small,4.0,4.0,5.0,2.0,4.0
2026,Whiddon Glenfield Easton Park | The Frank Whiddon Masonic Homes of New South Wales,Whiddon Glenfield Easton Park,The Frank Whiddon Masonic Homes of New South Wales,GLENFIELD,Not for Profit,NSW,South West Sydney,Metropolitan,Large,4.0,3.0,5.0,4.0,2.0
2026,Murray Vale Shalem Hostel | United Protestant Association of NSW Limited,Murray Vale Shalem Hostel,United Protestant Association of NSW Limited,LAVINGTON,Not for Profit,NSW,Riverina/Murray,Regional centres,Small,4.0,4.0,5.0,3.0,4.0
2026,Oolong Hostel | United Protestant Association of NSW Limited,Oolong Hostel,United Protestant Association of NSW Limited,HOWLONG,Not for Profit,NSW,Riverina/Murray,Small rural towns,Small,5.0,4.0,5.0,5.0,4.0
2026,Catholic Healthcare Percy Miles Villa | Catholic Healthcare Limited,Catholic Healthcare Percy Miles Villa,Catholic Healthcare Limited,KIRRAWEE,Not for Profit,NSW,South East Sydney,Metropolitan,Small,4.0,3.0,5.0,4.0,4.0
2026,BaptistCare Warena Centre | BaptistCare,BaptistCare Warena Centre,BaptistCare,BANGOR,Not for Profit,NSW,South East Sydney,Metropolitan,Large,4.0,4.0,5.0,2.0,3.0
2026,BaptistCare Kularoo Centre | BaptistCare,BaptistCare Kularoo Centre,BaptistCare,FORSTER,Not for Profit,NSW,Mid North Coast,Large rural towns,Large,4.0,4.0,5.0,3.0,3.0
2026,Uniting Thomas Roseby Lodge Marrickville | The Uniting Church in Australia Property Trust (NSW),Uniting Thomas Roseby Lodge Marrickville,The Uniting Church in Australia Property Trust (NSW),MARRICKVILLE,Not for Profit,NSW,Inner West,Metropolitan,Small,4.0,4.0,5.0,3.0,3.0
2026,RFBI Coffs Harbour Masonic Village | Royal Freemasons' Benevolent Institution,RFBI Coffs Harbour Masonic Village,Royal Freemasons' Benevolent Institution,COFFS HARBOUR,Not for Profit,NSW,Mid North Coast,Large rural towns,Small,4.0,4.0,5.0,4.0,2.0
2026,Dougherty Villa | Clarence Village Limited,Dougherty Villa,Clarence Village Limited,GRAFTON,Not for Profit,NSW,Far North Coast,Large rural towns,Medium,4.0,4.0,5.0,2.0,4.0
2026,Burrowa House | BOOROWA HOSTEL INC,Burrowa House,BOOROWA HOSTEL INC,BOOROWA,Not for Profit,NSW,Southern Highlands,Small rural towns,Small,,4.0,4.0,,3.0
2026,Catholic Healthcare St Joseph's Aged Care | Catholic Healthcare Limited,Catholic Healthcare St Joseph's Aged Care,Catholic Healthcare Limited,COFFS HARBOUR,Not for Profit,NSW,Mid North Coast,Large rural towns,Large,4.0,3.0,5.0,4.0,3.0
2026,Catholic Healthcare The Sister Anne Court Aged Care | Catholic Healthcare Limited,Catholic Healthcare The Sister Anne Court Aged Care,Catholic Healthcare Limited,DARLINGHURST,Not for Profit,NSW,South East Sydney,Metropolitan,Medium,4.0,3.0,5.0,4.0,2.0
2026,Woollahra Montefiore Home | The Sir Moses Montefiore Jewish Home,Woollahra Montefiore Home,The Sir Moses Montefiore Jewish Home,WOOLLAHRA,Not for Profit,NSW,South East Sydney,Metropolitan,Small,4.0,3.0,5.0,5.0,5.0
2026,Catholic Healthcare Emmaus Village | Catholic Healthcare Limited,Catholic Healthcare Emmaus Village,Catholic Healthcare Limited,KEMPS CREEK,Not for Profit,NSW,Nepean,Metropolitan,Medium,4.0,4.0,4.0,3.0,3.0
2026,Southern Cross Care Parkes Residential Aged Care | Southern Cross Care (NSW & ACT) Limited,Southern Cross Care Parkes Residential Aged Care,Southern Cross Care (NSW & ACT) Limited,PARKES,Not for Profit,NSW,Central West,Medium rural towns,Small,4.0,4.0,5.0,4.0,4.0
2026,RFBI Bathurst Masonic Village | Royal Freemasons' Benevolent Institution,RFBI Bathurst Masonic Village,Royal Freemasons' Benevolent Institution,BATHURST,Not for Profit,NSW,Central West,Large rural towns,Small,4.0,4.0,5.0,1.0,4.0
2026,Whiddon Kelso | The Frank Whiddon Masonic Homes of New South Wales,Whiddon Kelso,The Frank Whiddon Masonic Homes of New South Wales,KELSO,Not for Profit,NSW,Central West,Large rural towns,Large,3.0,3.0,4.0,3.0,1.0
2026,Touriandi Limited | Touriandi Limited,Touriandi Limited,Touriandi Limited,BINGARA,Not for Profit,NSW,New England,Small rural towns,Small,,4.0,5.0,,2.0
2026,Naroo Frail Aged Hostel | Gwydir Shire Council,Naroo Frail Aged Hostel,Gwydir Shire Council,WARIALDA,Government,NSW,New England,Small rural towns,Small,4.0,4.0,5.0,1.0,5.0
2026,St Vincent's Care Services Edgecliff | St Vincent's Care Services Ltd,St Vincent's Care Services Edgecliff,St Vincent's Care Services Ltd,EDGECLIFF,Not for Profit,NSW,South East Sydney,Metropolitan,Small,5.0,5.0,5.0,4.0,4.0
2026,Wenonah Lodge | Gulgong Hostel Association Inc,Wenonah Lodge,Gulgong Hostel Association Inc,GULGONG,Not for Profit,NSW,Orana Far West,Small rural towns,Small,5.0,5.0,5.0,5.0,5.0
2026,Uniting Autumn Lodge Glass Street | The Uniting Church in Australia Property Trust (NSW),Uniting Autumn Lodge Glass Street,The Uniting Church in Australia Property Trust (NSW),ARMIDALE,Not for Profit,NSW,New England,Large rural towns,Small,4.0,4.0,5.0,3.0,2.0
2026,Feros Village Wommin Bay | Wommin Bay Hostels Ltd,Feros Village Wommin Bay,Wommin Bay Hostels Ltd,KINGSCLIFF,Not for Profit,NSW,Far North Coast,Metropolitan,Medium,4.0,4.0,5.0,3.0,5.0
2026,Woodhaven | Respect Group Limited,Woodhaven,Respect Group Limited,LOCKHART,Not for Profit,NSW,Riverina/Murray,Small rural towns,Small,5.0,5.0,5.0,5.0,5.0
2026,Dougherty Apartments | Dougherty Apartments Retirement Housing Project,Dougherty Apartments,Dougherty Apartments Retirement Housing Project,CHATSWOOD,Not for Profit,NSW,Northern Sydney,Metropolitan,Medium,4.0,4.0,5.0,3.0,1.0
2026,Whiddon Laurieton | The Frank Whiddon Masonic Homes of New South Wales,Whiddon Laurieton,The Frank Whiddon Masonic Homes of New South Wales,LAURIETON,Not for Profit,NSW,Mid North Coast,Medium rural towns,Small,4.0,4.0,5.0,4.0,4.0
2026,Stroud Community Lodge | Stroud Community Care Ltd,Stroud Community Lodge,Stroud Community Care Ltd,STROUD,Not for Profit,NSW,Mid North Coast,Small rural towns,Small,4.0,5.0,4.0,2.0,3.0
2026,Timbrebongie House | Timbrebongie House Limited,Timbrebongie House,Timbrebongie House Limited,NARROMINE,Not for Profit,NSW,Orana Far West,Small rural towns,Small,5.0,5.0,4.0,5.0,4.0
2026,Uralba Hostel | Gundagai and District Hostel Accommodation Inc,Uralba Hostel,Gundagai and District Hostel Accommodation Inc,GUNDAGAI,Not for Profit,NSW,Riverina/Murray,Small rural towns,Small,4.0,5.0,4.0,5.0,3.0
2026,Catholic Healthcare Lewisham Retirement Hostel | Catholic Healthcare Limited,Catholic Healthcare Lewisham Retirement Hostel,Catholic Healthcare Limited,LEWISHAM,Not for Profit,NSW,Inner West,Metropolitan,Small,5.0,5.0,5.0,3.0,5.0
2026,The Greek Community Home For The Aged | The Greek Orthodox Community of New South Wales Ltd,The Greek Community Home For The Aged,The Greek Orthodox Community of New South Wales Ltd,EARLWOOD,Not for Profit,NSW,Inner West,Metropolitan,Small,4.0,5.0,5.0,2.0,5.0
2026,IRT Thomas Holt Sans Souci Gardens | Illawarra Retirement Trust,IRT Thomas Holt Sans Souci Gardens,Illawarra Retirement Trust,SANS SOUCI,Not for Profit,NSW,South East Sydney,Metropolitan,Small,4.0,4.0,5.0,3.0,5.0
2026,BaptistCare Dorothy Henderson Lodge | BaptistCare,BaptistCare Dorothy Henderson Lodge,BaptistCare,MACQUARIE PARK,Not for Profit,NSW,Northern Sydney,Metropolitan,Medium,4.0,4.0,5.0,2.0,2.0
2026,Warrigal Care Albion Park Rail | Warrigal Care Limited,Warrigal Care Albion Park Rail,Warrigal Care Limited,ALBION PARK RAIL,Not for Profit,NSW,Illawarra,Metropolitan,Large,4.0,4.0,4.0,5.0,3.0
2026,Calvary St Francis Retirement Community | Calvary Aged Care Limited,Calvary St Francis Retirement Community,Calvary Aged Care Limited,ELEEBANA,Not for Profit,NSW,Hunter,Metropolitan,Medium,,,,1.0,2.0
2026,Whiddon Redhead | The Frank Whiddon Masonic Homes of New South Wales,Whiddon Redhead,The Frank Whiddon Masonic Homes of New South Wales,REDHEAD,Not for Profit,NSW,Hunter,Metropolitan,Large,4.0,4.0,5.0,2.0,2.0
2026,RFBI Hawkins Masonic Village - Acacia House | Royal Freemasons' Benevolent Institution,RFBI Hawkins Masonic Village - Acacia House,Royal Freemasons' Benevolent Institution,EDGEWORTH,Not for Profit,NSW,Hunter,Metropolitan,Medium,3.0,3.0,5.0,2.0,3.0
2026,Whiddon Weeronga | The Frank Whiddon Masonic Homes of New South Wales,Whiddon Weeronga,The Frank Whiddon Masonic Homes of New South Wales,WEE WAA,Not for Profit,NSW,New England,Small rural towns,Small,4.0,3.0,5.0,4.0,3.0
2026,Prunus Lodge | United Protestant Association of NSW Limited,Prunus Lodge,United Protestant Association of NSW Limited,MOLONG,Not for Profit,NSW,Central West,Small rural towns,Small,4.0,3.0,4.0,5.0,3.0
2026,St Vincent's Care Services Haberfield | St Vincent's Care Services Ltd,St Vincent's Care Services Haberfield,St Vincent's Care Services Ltd,HABERFIELD,Not for Profit,NSW,Inner West,Metropolitan,Small,4.0,3.0,5.0,5.0,4.0
2026,Edward River Gardens | Moulamein Retirement Village Inc,Edward River Gardens,Moulamein Retirement Village Inc,MOULAMEIN,Not for Profit,NSW,Riverina/Murray,Small rural towns,Small,4.0,4.0,4.0,5.0,3.0
2026,RFBI Glen Innes Masonic Village | Royal Freemasons' Benevolent Institution,RFBI Glen Innes Masonic Village,Royal Freemasons' Benevolent Institution,GLEN INNES,Not for Profit,NSW,New England,Medium rural towns,Small,3.0,3.0,5.0,1.0,5.0
2026,Allawah Lodge | Coolamon Shire Council,Allawah Lodge,Coolamon Shire Council,COOLAMON,Government,NSW,Riverina/Murray,Small rural towns,Small,5.0,5.0,5.0,5.0,4.0
2026,Millrace Hostel | APOLLO CARE OPERATIONS PTY LIMITED,Millrace Hostel,APOLLO CARE OPERATIONS PTY LIMITED,TENTERFIELD,Private for Profit,NSW,New England,Small rural towns,Small,4.0,3.0,4.0,4.0,3.0
2026,Woolgoolga Aged Care Centre | Woolgoolga and District Retirement Village Ltd,Woolgoolga Aged Care Centre,Woolgoolga and District Retirement Village Ltd,WOOLGOOLGA,Not for Profit,NSW,Mid North Coast,Large rural towns,Small,3.0,4.0,5.0,1.0,3.0
2026,Vietnam Veterans Keith Payne VC Hostel | Alino Living,Vietnam Veterans Keith Payne VC Hostel,Alino Living,NORAVILLE,Not for Profit,NSW,Central Coast,Metropolitan,Medium,3.0,4.0,5.0,2.0,1.0
2026,Holbrook Hostel | United Protestant Association of NSW Limited,Holbrook Hostel,United Protestant Association of NSW Limited,HOLBROOK,Not for Profit,NSW,Riverina/Murray,Small rural towns,Small,5.0,5.0,5.0,5.0,5.0
2026,Murray House | Murray House Wentworth Aged Care Ltd,Murray House,Murray House Wentworth Aged Care Ltd,WENTWORTH,Not for Profit,NSW,Orana Far West,Small rural towns,Medium,4.0,4.0,3.0,4.0,4.0
2026,Myoora Homestead Hostel | United Protestant Association of NSW Limited,Myoora Homestead Hostel,United Protestant Association of NSW Limited,HENTY,Not for Profit,NSW,Riverina/Murray,Small rural towns,Small,5.0,4.0,5.0,5.0,5.0
2026,Cooinda Court Hostel | Cooinda Court Aged Care Limited,Cooinda Court Hostel,Cooinda Court Aged Care Limited,JUNEE,Not for Profit,NSW,Riverina/Murray,Small rural towns,Small,,4.0,5.0,,
2026,Mountain View Lodge | Northern Coalfields Community Care Association Ltd,Mountain View Lodge,Northern Coalfields Community Care Association Ltd,CESSNOCK,Not for Profit,NSW,Hunter,Large rural towns,Small,4.0,5.0,5.0,2.0,3.0
2026,Jacaranda Grove | Northern Coalfields Community Care Association Ltd,Jacaranda Grove,Northern Coalfields Community Care Association Ltd,CESSNOCK,Not for Profit,NSW,Hunter,Large rural towns,Medium,4.0,5.0,5.0,3.0,3.0
2026,Killarney Court Aged Care Facility | Alino Living,Killarney Court Aged Care Facility,Alino Living,KILLARNEY VALE,Not for Profit,NSW,Central Coast,Metropolitan,Medium,3.0,3.0,5.0,3.0,2.0
2026,Willoughby Retirement Community Hostel | Willoughby Retirement Community Association,Willoughby Retirement Community Hostel,Willoughby Retirement Community Association,CHATSWOOD,Not for Profit,NSW,Northern Sydney,Metropolitan,Small,5.0,5.0,5.0,5.0,4.0
2026,Ada Cottage | RSL LifeCare Limited,Ada Cottage,RSL LifeCare Limited,KANDOS,Not for Profit,NSW,Central West,Small rural towns,Small,5.0,5.0,5.0,5.0,3.0
2026,Peter Sinclair Gardens | RSL LifeCare Limited,Peter Sinclair Gardens,RSL LifeCare Limited,HAWKS NEST,Not for Profit,NSW,Mid North Coast,Small rural towns,Medium,4.0,4.0,5.0,5.0,1.0
2026,Warrigal Multi-Cultural Village | Warrigal Care Limited,Warrigal Multi-Cultural Village,Warrigal Care Limited,WARRAWONG,Not for Profit,NSW,Illawarra,Metropolitan,Medium,4.0,3.0,5.0,5.0,1.0
2026,Lee Roshana Care | Burswood Care Pty Ltd,Lee Roshana Care,Burswood Care Pty Ltd,BLAYNEY,Private for Profit,NSW,Central West,Small rural towns,Small,4.0,4.0,4.0,5.0,3.0
2026,Lachlan Lodge | LACHLAN LODGE INCORPORATED,Lachlan Lodge,LACHLAN LODGE INCORPORATED,HILLSTON,Not for Profit,NSW,Riverina/Murray,Remote communities,Small,4.0,4.0,4.0,2.0,4.0
2026,Uniting Nareen Gardens Lodge Bateau Bay | The Uniting Church in Australia Property Trust (NSW),Uniting Nareen Gardens Lodge Bateau Bay,The Uniting Church in Australia Property Trust (NSW),BATEAU BAY,Not for Profit,NSW,Central Coast,Metropolitan,Small,4.0,5.0,5.0,3.0,2.0
2026,Murravale Aged Care Facility | Murravale Retirement Home Ltd,Murravale Aged Care Facility,Murravale Retirement Home Ltd,MURRURUNDI,Not for Profit,NSW,Hunter,Small rural towns,Small,4.0,4.0,4.0,2.0,5.0
2026,Banksia Lodge | Banksia Villages Ltd,Banksia Lodge,Banksia Villages Ltd,BROULEE,Not for Profit,NSW,Southern Highlands,Small rural towns,Medium,4.0,4.0,5.0,3.0,4.0
2026,Clelland Lodge | The Churches of Christ Property Trust,Clelland Lodge,The Churches of Christ Property Trust,NORTH NOWRA,Not for Profit,NSW,Illawarra,Large rural towns,Large,4.0,4.0,5.0,3.0,2.0
2026,Inasmuch Community Hostel | Inasmuch Community Limited,Inasmuch Community Hostel,Inasmuch Community Limited,SUSSEX INLET,Not for Profit,NSW,Illawarra,Small rural towns,Medium,4.0,4.0,5.0,4.0,4.0
2026,Calvary Mt Carmel Retirement Community | Calvary Aged Care Limited,Calvary Mt Carmel Retirement Community,Calvary Aged Care Limited,MAITLAND,Not for Profit,NSW,Hunter,Metropolitan,Small,,,,3.0,2.0
2026,Whiddon Largs | The Frank Whiddon Masonic Homes of New South Wales,Whiddon Largs,The Frank Whiddon Masonic Homes of New South Wales,LARGS,Not for Profit,NSW,Hunter,Metropolitan,Small,4.0,5.0,5.0,2.0,2.0
2026,Remembrance Village | RSL LifeCare Limited,Remembrance Village,RSL LifeCare Limited,MOUNT AUSTIN,Not for Profit,NSW,Riverina/Murray,Large rural towns,Medium,4.0,3.0,5.0,5.0,2.0
2026,Bolton Clarke Riverwood | RSL Care RDNS Limited,Bolton Clarke Riverwood,RSL Care RDNS Limited,WEST ALBURY,Not for Profit,NSW,Riverina/Murray,Regional centres,Small,4.0,4.0,5.0,4.0,5.0
2026,IRT Moruya | Illawarra Retirement Trust,IRT Moruya,Illawarra Retirement Trust,MORUYA,Not for Profit,NSW,Southern Highlands,Small rural towns,Small,4.0,4.0,5.0,2.0,5.0
2026,IRT St Georges Basin | Illawarra Retirement Trust,IRT St Georges Basin,Illawarra Retirement Trust,ST GEORGES BASIN,Not for Profit,NSW,Illawarra,Medium rural towns,Medium,3.0,4.0,5.0,2.0,1.0
2026,Sunhaven Hostel | Ashford Ageing Care Facility Inc,Sunhaven Hostel,Ashford Ageing Care Facility Inc,ASHFORD,Not for Profit,NSW,New England,Small rural towns,Small,4.0,5.0,5.0,2.0,5.0
2026,Uniting Bernard Austin Lodge Liverpool | The Uniting Church in Australia Property Trust (NSW),Uniting Bernard Austin Lodge Liverpool,The Uniting Church in Australia Property Trust (NSW),LIVERPOOL,Not for Profit,NSW,South West Sydney,Metropolitan,Small,4.0,4.0,5.0,3.0,3.0
2026,RFBI Moonbi Masonic Village - Jim Holm | Royal Freemasons' Benevolent Institution,RFBI Moonbi Masonic Village - Jim Holm,Royal Freemasons' Benevolent Institution,KOOTINGAL,Not for Profit,NSW,New England,Large rural towns,Medium,3.0,4.0,5.0,1.0,3.0
2026,Yallambee Lodge | Respect Group Limited,Yallambee Lodge,Respect Group Limited,COOMA,Not for Profit,NSW,Southern Highlands,Medium rural towns,Small,4.0,4.0,4.0,2.0,4.0
2026,McLean Care Mackellar Alkira Campus | McLean Care Ltd,McLean Care Mackellar Alkira Campus,McLean Care Ltd,GUNNEDAH,Not for Profit,NSW,New England,Medium rural towns,Small,4.0,4.0,5.0,3.0,3.0
2026,Abel Tasman Village | The Abel Tasman Village Association Ltd,Abel Tasman Village,The Abel Tasman Village Association Ltd,CHESTER HILL,Not for Profit,NSW,South West Sydney,Metropolitan,Medium,4.0,4.0,5.0,3.0,1.0
2026,Heiden Park Lodge | United Protestant Association of NSW Limited,Heiden Park Lodge,United Protestant Association of NSW Limited,CARRAMAR,Not for Profit,NSW,South West Sydney,Metropolitan,Medium,4.0,4.0,5.0,5.0,3.0
2026,Respect Cedar Place | Respect Group Limited,Respect Cedar Place,Respect Group Limited,KEMPSEY,Not for Profit,NSW,Mid North Coast,Medium rural towns,Small,,,,,
2026,Kolora Aged Care | McLean Care Ltd,Kolora Aged Care,McLean Care Ltd,GUYRA,Not for Profit,NSW,New England,Small rural towns,Small,3.0,4.0,5.0,1.0,3.0
2026,McMaugh Gardens Hostel | Uralla Shire Council,McMaugh Gardens Hostel,Uralla Shire Council,URALLA,Government,NSW,New England,Small rural towns,Small,5.0,4.0,5.0,5.0,4.0
2026,Apsley Riverview | Walcha Council,Apsley Riverview,Walcha Council,WALCHA,Government,NSW,New England,Small rural towns,Small,4.0,4.0,4.0,4.0,3.0
2026,Whiddon Bourke | The Frank Whiddon Masonic Homes of New South Wales,Whiddon Bourke,The Frank Whiddon Masonic Homes of New South Wales,BOURKE,Not for Profit,NSW,Orana Far West,Very remote communities,Small,5.0,4.0,5.0,5.0,5.0
2026,ACDMA Aged Care Services | Australian Chinese & Descendants Mutual Association Ltd,ACDMA Aged Care Services,Australian Chinese & Descendants Mutual Association Ltd,CANLEY VALE,Not for Profit,NSW,South West Sydney,Metropolitan,Medium,4.0,4.0,4.0,2.0,4.0
2026,Residential Gardens | Residential Gardens For Spanish Speaking Frail Aged Limited,Residential Gardens,Residential Gardens For Spanish Speaking Frail Aged Limited,ROOTY HILL,Not for Profit,NSW,Western Sydney,Metropolitan,Medium,3.0,4.0,4.0,2.0,2.0
2026,Rose Mumbler Village | Illaroo Co-operative Aboriginal Corporation,Rose Mumbler Village,Illaroo Co-operative Aboriginal Corporation,NORTH NOWRA,Not for Profit,NSW,Illawarra,Large rural towns,Small,4.0,3.0,5.0,5.0,3.0
2026,HammondCare Waratah | HammondCare,HammondCare Waratah,HammondCare,WARATAH,Not for Profit,NSW,Hunter,Metropolitan,Large,3.0,4.0,4.0,3.0,1.0
